,ta,tw
2011-09-07,15.208,16.13
2011-09-08,17.437,16.62
2011-09-09,18.383,17.05
2011-09-10,17.662,17.22
2011-09-11,20.133,17.11
2011-09-12,19.438,16.65
2011-09-13,13.783,15.9
2011-09-14,10.612,15.18
2011-09-15,8.05,14.42
2011-09-16,10.442,13.94
2011-09-17,12.792,13.79
2011-09-18,13.9,13.75
2011-09-19,14.658,13.64
2011-09-20,15.712,13.54
2011-09-21,14.833,13.44
2011-09-22,10.721,13.3
2011-09-23,11.496,13.19
2011-09-24,12.608,13.2
2011-09-25,13.312,13.33
2011-09-26,14.892,13.4
2011-09-27,15.004,13.29
2011-09-28,13.612,13.0
2011-09-29,13.387,12.58
2011-09-30,7.483,12.13
2011-10-01,6.737,11.92
2011-10-02,10.55,11.9
2011-10-03,11.737,12.09
2011-10-04,13.996,12.29
2011-10-05,14.038,12.34
2011-10-06,14.188,12.32
2011-10-07,16.075,12.37
2011-10-08,18.629,12.48
2011-10-09,17.508,12.46
2011-10-10,13.992,12.47
2011-10-11,16.004,12.51
2011-10-12,15.008,12.47
2011-10-13,14.158,12.25
2011-10-14,10.85,11.82
2011-10-15,7.533,11.21
2011-10-16,8.771,10.7
2011-10-17,6.921,10.26
2011-10-18,5.904,9.8
2011-10-19,6.1,9.41
2011-10-20,5.75,9.12
2011-10-21,5.433,8.96
2011-10-22,7.646,8.9
2011-10-23,7.708,8.82
2011-10-24,7.158,8.72
2011-10-25,5.604,8.65
2011-10-26,5.55,8.58
2011-10-27,4.45,8.54
2011-10-28,5.587,8.47
2011-10-29,6.137,8.4
2011-10-30,6.817,8.37
2011-10-31,7.354,8.35
2011-11-01,7.992,8.33
2011-11-02,7.933,8.33
2011-11-03,6.517,8.33
2011-11-04,7.258,8.25
2011-11-05,7.475,8.15
2011-11-06,9.046,8.05
2011-11-07,8.362,7.95
2011-11-08,5.287,7.83
2011-11-09,3.692,7.75
2011-11-10,1.575,7.65
2011-11-11,1.979,7.45
2011-11-12,5.567,7.24
2011-11-13,7.967,7.1
2011-11-14,6.567,6.98
2011-11-15,5.742,6.92
2011-11-16,2.746,6.88
2011-11-17,-0.504,6.76
2011-11-18,-0.45,6.6
2011-11-19,3.396,6.43
2011-11-20,-2.871,6.28
2011-11-21,-1.713,6.22
2011-11-22,1.954,6.21
2011-11-23,3.608,6.23
2011-11-24,6.158,6.26
2011-11-25,6.921,6.16
2011-11-26,5.908,6.02
2011-11-27,1.742,5.88
2011-11-28,0.2,5.76
2011-11-29,1.192,5.7
2011-11-30,1.158,5.65
2011-12-01,-0.292,5.58
2011-12-02,-3.5,5.48
2011-12-03,1.983,5.42
2011-12-04,0.633,5.29
2011-12-05,-4.525,5.12
2011-12-06,-5.154,5.0
2011-12-07,-2.371,4.87
2011-12-08,-2.767,4.76
2011-12-09,-6.471,4.67
2011-12-10,-5.762,4.58
2011-12-11,-0.125,4.58
2011-12-12,4.142,4.61
2011-12-13,1.625,4.58
2011-12-14,3.146,4.53
2011-12-15,2.6,4.45
2011-12-16,-5.229,4.37
2011-12-17,-5.487,4.3
2011-12-18,-0.575,4.24
2011-12-19,0.721,4.21
2011-12-20,-1.55,4.17
2011-12-21,1.25,4.13
2011-12-22,-1.771,3.98
2011-12-23,-4.529,3.93
2011-12-24,-2.004,3.9
2011-12-25,0.85,3.89
2011-12-26,2.758,3.89
2011-12-27,0.167,3.87
2011-12-28,-9.733,3.83
2011-12-29,-2.471,3.81
2011-12-30,-0.071,3.79
2011-12-31,1.008,3.77
